idimovel,localizacao,proprietario,preco_compra,preco_aluguel
64990,"Condomínio de Abreu, 86
São Jorge 3ª Seção
30210-180 Costela de Minas / BA",Diego Melo,352334,537
92284,"Estrada Moreira, 70
São Marcos
87329710 Melo da Prata / PB",Dr. Diogo Casa Grande,603299,1520
90421,"Pátio de Silva, 62
Vila Paris
30177-747 da Cunha da Mata / GO",Sabrina Camargo,145801,1456
38555,"Conjunto de Araújo, 43
Mariquinhas
42232-415 Correia / TO",Sr. Cauã Silveira,402306,2019
5177,"Trevo de Azevedo, 79
Nova Gameleira
52640293 Sousa Verde / MA",Marcelo Machado,420787,898
53623,"Favela de Pastor, 81
Vila Nova Gameleira 2ª Seção
29882747 Cirino de Vargas / MT",Maria Eduarda Jesus,688298,3541
46173,"Largo de Novais, 502
Vila Formosa
38844-969 Cirino do Sul / RO",Maria Isis da Mata,262474,540
17366,"Aeroporto Isabella Melo, 924
Vila Nossa Senhora Do Rosário
80567-559 Teixeira Alegre / PE",Sofia da Rosa,266629,4243
90138,"Praça Gael Henrique da Conceição, 13
Vila Copacabana
60049237 Camargo / MA",Sra. Maria Luiza Guerra,530860,2275
25036,"Favela de Cirino, 16
Casa Branca
44619764 da Cruz Alegre / SE",Gustavo Novais,609681,3970
73438,"Sítio Viana, 67
Dom Cabral
37055195 Gonçalves / PE",Anthony Teixeira,789324,3401
56791,"Ladeira Igor da Paz
Minas Brasil
00943-128 Gonçalves da Serra / GO",Sr. João Guilherme Oliveira,668845,4432
38462,"Esplanada Costa, 66
Pousada Santo Antonio
63456-995 Câmara do Norte / MA",Helena Costela,287461,4826
77861,"Campo de Lopes, 5
Dom Cabral
28282-370 Camargo / RR",Joaquim Ramos,315654,2336
16771,"Alameda Vinicius Pacheco, 6
Vila Real 1ª Seção
03629-641 Viana do Amparo / SC",Leonardo Fonseca,920040,4557
67924,"Estrada das Neves, 14
Maria Helena
00442-158 Andrade / DF",Manuela da Cunha,717647,1622
950,"Núcleo de Pimenta, 3
Cidade Nova
64529586 Ferreira da Praia / MA",Lunna Ferreira,552503,3590
86899,"Trecho Igor Santos, 5
Vila Nova Gameleira 1ª Seção
34317127 Guerra do Amparo / PI",Maria Luísa Caldeira,543563,3757
81080,"Trecho Cardoso, 4
Vila Aeroporto
10731394 Macedo / PE",Maria Almeida,87395,2138
54359,"Distrito da Luz, 32
Vila Suzana Primeira Seção
87612-029 Abreu / PA",Henrique Machado,910120,2705
32469,"Rua Alana Andrade
Grotinha
54983-398 Cirino de Aparecida / AC",Sr. Théo Macedo,929978,3272
97602,"Colônia Mariana Andrade, 1
Jardim Do Vale
13610705 Gomes da Serra / MA",Ana Julia da Rosa,581656,1407
85660,"Passarela Pereira, 93
Barão Homem De Melo 1ª Seção
32068-411 Sá Grande / MA",Calebe Duarte,348350,2980
38355,"Vereda Melissa Fogaça, 71
Itatiaia
37212-400 Gonçalves de Costela / PE",Kamilly Farias,506236,2528
47349,"Aeroporto de Cassiano, 473
Dom Cabral
49125-977 Viana de Moraes / MG",Theodoro da Costa,919527,1822
73878,"Estrada Alana Duarte, 327
Colégio Batista
66020-798 Casa Grande / MG",Sra. Ana Carolina da Rocha,564352,3988
47106,"Condomínio de Silva, 35
Vila Inestan
98755172 Cassiano dos Dourados / RR",Vinicius da Conceição,722158,4101
52707,"Feira Eduardo Barros
Guaratã
71795-077 Cunha Alegre / MA",Raul Costa,246325,1581
85664,"Rodovia Silva, 13
Califórnia
86318082 Câmara da Serra / PI",Manuella Mendes,583390,1498
87032,"Praia Carvalho, 9
Barro Preto
52630693 da Rosa / SP",Anna Liz Fernandes,758718,1928
12348,"Sítio Emanuel Marques, 3
Caiçara - Adelaide
14766464 Brito Paulista / DF",Ester Monteiro,169447,2464
90242,"Trevo Barbosa, 9
Capitão Eduardo
43315-351 Silveira do Norte / ES",Bárbara Mendonça,593194,1594
33071,"Viaduto Moura
Conjunto Bonsucesso
40961-548 Rios de da Paz / PA",João Gabriel Montenegro,970024,1174
18284,"Campo Ana Luiza Cunha, 583
Vila Coqueiral
41354209 Moura do Galho / PR",Luiza Brito,233764,1618
16129,"Lagoa Maysa Marques
Independência
65618-303 Teixeira Alegre / PA",Dr. Carlos Eduardo Peixoto,367201,3975
39833,"Esplanada de Santos, 90
Estrela Do Oriente
84801402 Almeida / TO",Vitor Hugo Castro,908415,4811
4645,"Jardim Araújo, 73
Tiradentes
79719-936 Casa Grande / BA",Ana Lívia Aparecida,82917,3491
93498,"Recanto de Andrade, 3
Santa Tereza
91346754 Garcia Verde / AP",Francisco das Neves,157521,4864
28338,"Estação de Mendes
Nova Cintra
84265875 Costela / AL",Fernanda Duarte,601079,657
18578,"Quadra Lavínia Rodrigues, 77
São Francisco
92854-442 Novais / PE",Heitor Porto,406096,2869
56309,"Via de da Conceição, 37
Prado
21196-132 Marques Grande / PE",Léo Carvalho,799850,1980
93091,"Área de Fogaça, 2
Conjunto Jatoba
38922642 Rocha / PE",Helena Caldeira,616342,3182
7202,"Avenida da Costa
Flamengo
32307494 da Mata do Sul / PE",Rael Fernandes,236973,3684
2517,"Largo de Macedo, 87
Vila Nova
54675-774 Marques / SP",Arthur Miguel Barros,302572,1906
19190,"Condomínio Eduarda Monteiro, 4
Vila Bandeirantes
95937-649 Pacheco Paulista / RJ",Bruno Almeida,659337,903
16658,"Ladeira de Pacheco, 47
Mangabeiras
13410199 Jesus do Norte / MA",Sophie da Rosa,850209,3452
82471,"Jardim da Rosa, 6
Ernesto Nascimento
02425-738 Moraes / MG",Luiza Sales,880233,2508
60198,"Residencial de Fonseca, 23
Frei Leopoldo
32778802 Alves / AL",Maria Julia Cavalcanti,849533,1188
29064,"Morro de Dias, 95
Boa União 2ª Seção
24928903 Barros / CE",Dra. Marina Duarte,169691,4460
92477,"Colônia Alves, 357
Cenaculo
09078-502 Pastor / PE",Brenda Cardoso,829526,2798
68476,"Recanto de Fonseca, 640
Vila Califórnia
79789-652 Fernandes / SP",Beatriz Pinto,990992,3750
26727,"Jardim de Brito, 612
Varzea Da Palma
66569087 Macedo de Nogueira / AM",Sr. Vitor Gabriel Mendes,662245,506
82175,"Trevo Fonseca, 47
Vila Nova Dos Milionarios
83629-069 Freitas / SP",Ana Jesus,622355,4705
37940,"Feira Viana
Nova Cintra
20711-000 Silva / AM",Maria Júlia Ferreira,644769,3882
67920,"Área Henrique Martins
Tres Marias
52448853 Nascimento / AC",Davi Miguel Araújo,781993,2588
41669,"Loteamento de das Neves, 768
Luxemburgo
47295-465 das Neves Verde / ES",Otto Peixoto,117899,1923
15729,"Parque Almeida, 6
Vila São Dimas
96788377 Montenegro Paulista / RO",Davi Lucas Camargo,897701,1751
91010,"Loteamento Mendes, 66
Centro
59516309 das Neves das Pedras / AM",Mathias Mendonça,191488,1910
38833,"Estrada Léo Almeida, 30
Jardim Vitoria
80705507 Moraes / AC",Joana Sá,452282,1427
3293,"Viaduto Novais, 634
Funcionários
09071854 Cunha / CE",Maria Julia Fogaça,792654,1331
26930,"Campo de Pinto, 78
Ápia
55521-977 Campos / AP",Benjamim da Mata,257736,2109
65906,"Rua Manuela da Rocha, 95
Vila Das Oliveiras
84599-419 Duarte da Mata / RR",Manuella Santos,964935,2054
52790,"Pátio Viana
Anchieta
36327369 Freitas da Praia / SP",Renan Souza,975436,4359
54651,"Feira de da Mata, 93
Sagrada Família
95868-156 Marques de Borges / MA",Dr. João Felipe Nogueira,544501,4389
375,"Largo Brayan da Mota, 57
Conjunto Novo Dom Bosco
59352212 da Cunha / PB",Srta. Caroline Freitas,153484,4331
27858,"Esplanada de Pires, 98
Ventosa
40527-297 da Cruz / AM",Thiago Montenegro,990026,790
23162,"Distrito de Nunes, 42
Prado
61154-574 da Luz Alegre / MG",Sr. João Gabriel Guerra,397457,2213
74563,"Travessa Barbosa, 9
Nova Cachoeirinha
88070231 Sampaio Alegre / DF",Lucas Sousa,813249,1418
40391,"Via de Novaes, 19
Conjunto Lagoa
02795979 Ferreira / GO",Josué Rezende,366709,1737
11136,"Fazenda Ana Dias
Pousada Santo Antonio
59112784 Montenegro Grande / PB",Raul Barbosa,907471,3736
82465,"Rua de Correia, 184
Distrito Industrial Do Jatoba
09529-603 Garcia / AM",Sra. Maria Helena Novaes,333531,4445
42541,"Largo Viana
Santa Rita
93705-464 Aparecida de Pinto / RJ",Eloah Garcia,89484,2695
16794,"Feira de Costa, 12
Santa Monica
94930628 Fernandes de Novais / SC",Erick Garcia,841908,4264
64609,"Travessa Rhavi Moura, 33
Vila Jardim Leblon
06512746 Moraes da Prata / BA",Murilo Andrade,907568,2419
8550,"Colônia Lorena Viana, 841
Candelaria
87974-591 Cardoso / AM",Gabrielly Teixeira,890360,4332
78050,"Parque Ferreira, 33
Vila Dos Anjos
84758-351 Mendonça das Flores / PE",Isabel Andrade,254051,2437
36575,"Residencial de Correia, 53
Heliopolis
96220782 Macedo / MG",Dra. Ana Júlia Moreira,93857,2977
44618,"Avenida de Carvalho, 13
Nova Vista
22695-931 Rodrigues / RS",Stephany Nascimento,145964,2826
91148,"Vila Luna Guerra
Ouro Minas
33255-737 Souza / PA",Gael Henrique Marques,462817,2943
98767,"Jardim Isis Santos, 32
Jardim Dos Comerciarios
09970119 Porto / AL",Francisco Farias,377139,787
96066,"Quadra Asafe Teixeira, 23
Jardim América
33943548 Cirino / AL",Levi Costa,501519,4032
8670,"Quadra Mariana Moraes, 712
Santo Antônio
87837573 Teixeira / SC",Rael Machado,255324,3836
78288,"Feira Francisco Garcia, 36
Conjunto Providencia
94737206 Marques de Farias / MS",Sr. Juan Novaes,742860,3934
25304,"Passarela Cassiano, 19
Suzana
19448-026 Vasconcelos / CE",Alexia Barbosa,242084,3558
18037,"Condomínio Brito
Carlos Prates
89141718 Albuquerque de Porto / PA",Maria Vitória Albuquerque,534168,4754
41677,"Fazenda Otto Costela, 43
Vila São Dimas
86143-786 Santos da Serra / CE",Fernanda Monteiro,503593,4570
20266,"Distrito de Jesus, 7
Dom Bosco
75597-359 Novaes de Minas / DF",Sara da Rocha,384868,2570
6430,"Setor de Cardoso, 48
Vila Calafate
52735664 Viana das Flores / PB",José Miguel Santos,258400,3185
7121,"Jardim Lopes, 86
Floramar
20389-175 Casa Grande do Norte / DF",Dra. Isabela Farias,875722,2785
70701,"Aeroporto Farias
Vila Califórnia
56061-727 Viana Verde / AL",Luísa Guerra,525223,736
17831,"Setor da Luz, 8
Penha
36177-355 Moura da Serra / RN",Sr. Asafe Sales,767812,3889
30531,"Favela Cunha, 6
Aeroporto
05449-849 Porto / RR",Dr. Levi Barros,762696,3790
72796,"Alameda Martins, 1
Renascença
10817-350 Novaes de Minas / RN",Sr. Brayan Fogaça,601544,2842
51657,"Setor Vinícius Guerra, 90
Lagoinha Leblon
41831-772 Moraes / RJ",Thiago Cavalcanti,732585,3531
65503,"Vale Cunha, 59
Vila Nova Gameleira 1ª Seção
55088472 Pacheco das Flores / TO",Ana Cecília Campos,596221,3732
54699,"Distrito Elisa Santos, 65
Vila Nossa Senhora Do Rosário
13768713 Brito / AL",Vitor Pacheco,929690,1070
61657,"Residencial da Luz, 66
Guarani
78068-871 Mendonça / PR",Léo Abreu,370899,4665
26150,"Distrito de da Cruz, 87
Ventosa
52967145 Alves / SP",Manuela Moraes,569992,4358
58778,"Lagoa Lorenzo da Mata, 17
Vila Antena
33766746 Pires da Praia / MS",João Felipe Silva,753291,1811
94602,"Alameda de Aparecida, 85
Jardim Atlântico
19918514 Garcia do Campo / PR",Enrico Campos,57821,1558
2881,"Trecho de Ribeiro, 46
Vila Novo São Lucas
36124-438 Pacheco / SE",Srta. Olivia Albuquerque,802640,3313
50204,"Núcleo Melina Jesus
Alto Caiçaras
80553660 Silva / PA",Sofia Rezende,513566,4201
9827,"Passarela Alexia Brito
Acaiaca
58056-397 Rezende / PE",Ayla Pastor,566180,2288
77481,"Esplanada Matheus Casa Grande, 6
Caiçaras
39955451 Sampaio / RN",Ana Carolina Lima,602644,2265
97031,"Vale Farias
São João
95861387 Novais da Praia / MG",Alana Moura,229813,3559
25041,"Conjunto Daniel Novais, 67
Jardim São José
78665-150 Barros das Pedras / DF",Daniela Borges,354131,941
49615,"Praça de Alves, 2
Canaa
17669140 da Rocha / RJ",Mateus Peixoto,510949,1661
98307,"Quadra Silva, 48
João Alfredo
04307-427 Gonçalves da Mata / AM",Bryan Moura,891880,1250
33595,"Morro de Cassiano, 9
Venda Nova
42324176 Farias / SP",João Lucas da Cruz,989555,2899
76896,"Loteamento Kevin Pinto, 95
Nossa Senhora Da Aparecida
81001428 Nogueira / RJ",Zoe Brito,420162,804
79601,"Campo de Ribeiro, 24
João Pinheiro
42830-308 Lima das Flores / PE",Benício Vieira,286907,2235
68916,"Colônia de Monteiro, 99
Guarani
18575503 Silva / RR",Kamilly Cunha,687561,2489
58329,"Condomínio Ribeiro, 7
Maria Helena
16246-488 Casa Grande Alegre / BA",Sr. Antony Cassiano,939161,3879
56860,"Conjunto Hellena Sampaio, 6
Fazendinha
85342-859 da Paz da Serra / SC",Alana Ribeiro,116993,2894
92398,"Recanto Machado, 8
Jonas Veiga
16533-076 Santos / PR",Enzo Macedo,699113,4341
27411,"Distrito Theodoro Borges, 659
Belvedere
42639937 Carvalho / RN",Carlos Eduardo Nascimento,988113,4585
12830,"Núcleo Ferreira, 1
Marieta 1ª Seção
50621531 da Costa / RJ",Ana Beatriz Rodrigues,806497,1911
82385,"Lago Thomas Casa Grande, 29
Bairro Das Indústrias Ii
70996129 Marques / DF",Sr. Lorenzo Nunes,913834,3268
81373,"Chácara de da Rosa, 1
Santa Maria
12250903 Rezende Paulista / AC",Dra. Nina Barbosa,429370,4950
93226,"Viela das Neves, 78
Outro
48581813 Melo / MG",Dra. Liz Almeida,115165,2982
66406,"Estação Fogaça, 839
Santa Rosa
65257493 Pastor de da Costa / TO",Igor Cassiano,65749,2658
31043,"Favela Rodrigues, 2
Santa Helena
22003-342 Mendonça / MT",Srta. Heloisa Pacheco,417107,2251
48828,"Sítio Cirino, 88
Vila São Francisco
45051-399 Freitas de Silva / MT",Dra. Lorena Carvalho,103315,3555
4067,"Passarela Guilherme Abreu, 1
Grotinha
22822420 Gonçalves / PE",Joaquim Freitas,839202,729
53418,"Viela Barros
Primeiro De Maio
71369-846 Melo / PR",Diego Aragão,345721,4111
10963,"Área Pires
São Vicente
06688851 da Rosa de da Mata / AC",Pietra Castro,616941,4945
14739,"Estrada Noah Teixeira, 447
Gutierrez
51677-840 Cavalcanti / BA",Isabel Caldeira,999859,1083
29374,"Recanto Alves, 15
Vila Da Paz
99916-796 Araújo / BA",Valentina Fogaça,749954,1131
6301,"Chácara Farias
Baleia
30879-583 Borges do Sul / DF",Augusto Souza,736271,3747
70957,"Lago Bernardo Campos, 902
São Francisco
26685-652 da Mota Alegre / DF",Maysa Câmara,607642,3037
95022,"Jardim Guerra, 53
Paulo Vi
88501-183 Pereira / MG",Olívia da Rocha,887691,3995
31878,"Distrito de Silveira
Cabana Do Pai Tomás
63699-813 Pereira de Correia / CE",Diogo Duarte,196234,1650
67545,"Feira de Castro, 89
São Marcos
29930-793 Nunes / AP",Mariah Marques,949427,1448
30952,"Favela Maria Alice Silveira, 83
Coração De Jesus
17180113 Rezende de Caldeira / MA",Nicole Cassiano,252349,876
43458,"Parque Machado, 71
Cruzeiro
04290-879 Vasconcelos das Flores / ES",João Guilherme Caldeira,799227,874
78910,"Passarela Liz Sampaio, 48
Braúnas
53349326 Cirino do Norte / TO",Maria Helena Fogaça,484728,4111
58597,"Via Natália da Cunha
Vila Das Oliveiras
02540735 Monteiro / AP",Matheus Azevedo,915423,1945
58532,"Conjunto Brayan Brito, 21
Araguaia
65447-177 Alves do Galho / BA",Alana Azevedo,155427,2871
74813,"Chácara da Mota, 468
Caetano Furquim
08493-542 Novaes / GO",Jade Sampaio,731191,3883
5986,"Rua Pimenta, 13
Mineirão
32401604 Siqueira / RS",Ana Laura Brito,789552,4952
22084,"Largo de Garcia, 15
Vila Santa Monica 1ª Seção
81219-020 Nascimento de Marques / AC",Brenda da Mota,292679,4956
47040,"Feira João Pedro Aragão, 243
Vila Independencia 2ª Seção
65221115 Martins / TO",Vitor Hugo Rezende,257157,1660
49461,"Pátio Mendes, 475
Jatobá
44563713 Costa / MT",Ian Sales,667531,791
34892,"Esplanada Bryan Pires, 7
Vila Das Oliveiras
56305-340 da Luz / CE",Srta. Lavínia Barros,409750,1362
81517,"Viaduto Costa, 22
Sion
59422-204 Cirino / MT",Carlos Eduardo das Neves,281285,4942
40057,"Loteamento de Casa Grande, 29
Monsenhor Messias
90574153 Sousa / PI",Cauê Moura,582219,4564
57719,"Vereda Pereira, 569
Nossa Senhora Da Aparecida
47792-185 Macedo Paulista / PE",Maria Clara Caldeira,489451,1542
5745,"Lagoa Matteo Dias
Lorena
60373-065 da Cruz / AM",José Sá,377376,3265
66991,"Favela Stella Pinto, 71
Boa União 1ª Seção
43285-388 Jesus / TO",Srta. Lorena Gonçalves,398640,3935
8971,"Área Maria Clara Ferreira, 9
São José
96730-678 Vasconcelos / AL",Otávio Porto,354003,4245
63602,"Esplanada André Ferreira, 97
Milionario
15209-384 Sá Paulista / GO",Vinícius Melo,227319,4707
70078,"Estação de Martins, 828
Flamengo
33472177 Azevedo da Serra / AC",Maria Fernanda Aragão,735679,1393
19326,"Morro Fogaça, 266
Ouro Preto
40049-570 Pires de Leão / ES",Henry Gabriel Freitas,874089,4611
67746,"Lago Rezende, 5
Novo Santa Cecilia
73274-146 Santos / CE",Henry Abreu,963680,4203
84959,"Morro Marina Machado, 44
Barro Preto
91284-356 Pastor Grande / PR",Antonella Silveira,295951,1053
37086,"Parque Pacheco, 863
Virgínia
73169-383 Farias de Ribeiro / PB",Clarice Novaes,289470,1990
93071,"Distrito Esther Oliveira, 9
Nova Esperança
27709-458 da Costa / SP",Anna Liz Siqueira,450995,1029
97417,"Viaduto de Silva, 300
Fernão Dias
03014788 Almeida de Goiás / MS",Maria Júlia Ribeiro,713833,3497
75687,"Estação das Neves, 15
Bairro Das Indústrias Ii
56801-965 Pinto / RO",Dr. Davi Lucca Camargo,480342,1990
50028,"Núcleo de Fernandes, 62
Vila Real 2ª Seção
52497963 Alves da Serra / MT",Ana Julia Barros,124988,1421
31519,"Recanto João Felipe da Cruz, 57
Ermelinda
37763886 Silveira / PE",Maria Carvalho,785577,1580
18233,"Campo Moraes, 91
Bela Vitoria
33589-406 Ribeiro de Guerra / RN",Gustavo Cavalcanti,530600,4155
98477,"Fazenda Pastor, 80
Engenho Nogueira
53234-359 Nogueira do Campo / CE",Nicole Gonçalves,262447,1128
79033,"Distrito Josué Caldeira, 42
Miramar
70655135 da Paz do Norte / GO",Antony Mendonça,790475,1660
66554,"Avenida Maria Julia Moura, 82
Andiroba
01654-851 da Mata de Ramos / MS",Lara Cavalcante,409433,4490
56320,"Quadra de da Mata, 903
Alípio De Melo
68635-764 Siqueira do Campo / RS",Srta. Rafaela Barros,448315,3600
20962,"Quadra Casa Grande, 73
Marieta 2ª Seção
51184-030 Lopes / SC",Maysa da Rocha,263709,2699
26780,"Avenida Maria Flor Ribeiro, 36
Apolonia
73563-061 da Paz / PR",André Pereira,597322,4718
2684,"Loteamento Clarice Marques, 19
Maria Goretti
23801-883 Sampaio de Martins / RN",Daniela Nascimento,289537,3488
83260,"Vale de Cunha, 30
Coração Eucarístico
86691844 Nascimento da Serra / RS",Melina Cassiano,473086,3566
11481,"Largo Kaique Souza, 10
Canaa
15550-111 Camargo do Sul / PB",Vitor da Rocha,353321,4919
65971,"Fazenda de Rodrigues, 23
Baleia
09072851 Silveira / AM",Bruno Albuquerque,606654,3817
97494,"Colônia de Mendes, 462
Fazendinha
64679618 Aragão da Praia / PE",Sofia Dias,187995,4328
51730,"Núcleo Cassiano, 61
Barão Homem De Melo 3ª Seção
37384927 Gomes do Amparo / PI",Srta. Ana Luiza Vargas,867772,1853
39254,"Trecho Mateus Cardoso
Vila Real 2ª Seção
27471384 Ferreira de Nogueira / SP",Maria Pereira,287105,2171
8336,"Residencial Barbosa, 4
Parque São Pedro
45932887 Campos do Campo / PI",Anna Liz das Neves,136637,1033
77220,"Trecho Oliveira, 94
Jardim Alvorada
04504487 Ribeiro / AP",Lucca Barbosa,900859,2320
55166,"Via Cavalcante
Vila Sumaré
56846637 Nogueira de Correia / SP",Isabelly Campos,604125,4530
187,"Estrada Elisa Nunes, 81
Vila Minaslandia
84955-377 Fonseca / SC",Sr. Thales Cavalcanti,304573,3056
83186,"Quadra de Melo, 9
Sion
99955-027 Pinto / DF",Eduardo Sales,924548,3957
83407,"Praça Ana Vitória Ribeiro, 74
Biquinhas
38588895 Machado de Teixeira / MA",Vinicius Pacheco,693872,1800
77128,"Lagoa Pires, 1
Urca
07985849 da Costa / SC",Dra. Sabrina Nunes,702902,4619
48859,"Travessa de Viana, 88
Solar Do Barreiro
16319102 da Costa / AM",Vinícius Sá,471328,3682
97215,"Favela da Conceição, 19
Madre Gertrudes
28970388 Cirino da Mata / MA",Srta. Cecília Alves,365586,2823
85043,"Setor de Guerra, 52
Nossa Senhora De Fátima
15356474 Teixeira Grande / PB",Luana Barbosa,700651,1234
30925,"Colônia de Machado, 99
Vila Calafate
12166-216 Brito Grande / SC",Calebe Aparecida,83880,1761
21690,"Chácara Arthur Nascimento, 30
Tirol
33464135 Mendes / SP",Natália Sá,321204,3466
22132,"Pátio de Montenegro, 329
Mangueiras
78349-719 Cunha do Sul / AL",Francisco Nascimento,450201,1091
24475,"Favela Vasconcelos, 87
Vila Madre Gertrudes 1ª Seção
83294-047 Camargo da Praia / SP",Daniel Marques,191285,3193
5735,"Via Gustavo Sá, 44
Paulo Vi
52871-051 Silva Grande / PB",Maria Vitória Cavalcante,377562,1283
88929,"Feira Maria Sophia Ferreira, 90
São Jorge 1ª Seção
26564916 Moura / DF",Gael Henrique Cunha,87337,4429
14892,"Área Sales, 73
Lindéia
63250709 Gonçalves / RS",Clara Brito,244222,2920
90853,"Quadra Lunna Carvalho, 83
Caiçara - Adelaide
68581-813 Carvalho / AL",Maria Duarte,806601,1248
43296,"Largo de Oliveira, 6
Vila São Francisco
47588015 Ramos da Praia / RJ",Aurora da Luz,60527,2579
14907,"Fazenda de Nunes, 14
Guarani
29342-480 Pereira / RR",Ana Liz da Luz,206321,2035
66470,"Rodovia de Fogaça, 7
Pongelupe
89926386 Aragão de da Conceição / PE",Calebe das Neves,991594,2560
30026,"Campo de Caldeira, 43
Serrano
90785022 Vieira do Amparo / DF",Eloah da Paz,570991,3046
34001,"Feira de Gomes, 72
Dom Joaquim
19831013 Castro da Serra / SP",Ana Vitória Barbosa,206366,2753
49113,"Praia de da Cruz, 322
Vila Nova Cachoeirinha 2ª Seção
20512-941 Vargas / RO",Brenda da Luz,380363,1643
5601,"Morro de Teixeira
Vila Primeiro De Maio
41110-111 Gonçalves do Norte / RN",Eloá da Rosa,415444,978
14222,"Trecho de Correia, 961
Ápia
04696-764 da Cunha de Guerra / RO",Eloá da Mata,559045,2608
73704,"Núcleo Rios, 69
São Gabriel
90720-291 Azevedo / PE",Daniela Rocha,397461,626
