idpessoas,nome,cpf,data_nascimento,endereco,telefone,sexo
7602,Sr. Noah Cavalcanti,694.703.218-04,2003-09-08,"Estação Raquel da Mota, 67",+55 41 6744-2432,F
30341,Lorenzo Nunes,125.093.478-88,1991-06-13,"Passarela Montenegro, 9",+55 81 6931 4744,F
29165,Yuri Montenegro,027.845.931-50,1970-08-16,Rua Gael Henrique Barbosa,+55 41 4752-5596,F
99199,Maria Cecília Vieira,301.726.895-03,2012-03-11,"Loteamento Luiz Miguel Cirino, 49",+55 (011) 0529-2918,F
46052,João Câmara,267.590.134-25,2006-01-07,"Conjunto de Cassiano, 89",+55 11 8545-4327,M
32364,Yuri das Neves,162.508.793-40,1921-11-02,"Rua Cavalcante, 675",+55 21 7267-9749,M
29614,Allana Sá,127.940.538-41,2008-08-08,"Sítio de Correia, 939",(084) 4552-4744,F
64055,Ana Laura Fonseca,495.326.187-91,1962-11-02,"Estrada Theodoro Pinto, 7",+55 61 0282-9244,M
86182,Natália Caldeira,763.810.942-22,1931-10-19,"Pátio Theodoro Silveira, 83",+55 (041) 9484-2957,M
58716,Anna Liz Viana,736.920.458-83,1918-09-28,Sítio de Rocha,+55 (061) 6166-8237,F
86852,Luana Lima,217.603.458-90,1909-06-05,Alameda Enrico Barbosa,84 2846 8239,M
94183,Luigi Garcia,149.562.083-24,1910-07-08,"Esplanada de Garcia, 9",0900 234 7468,M
32973,Anthony da Costa,906.517.423-07,2022-10-16,"Morro de Nunes, 51",61 4091-0797,F
56195,Maysa Andrade,315.870.624-53,1955-04-17,"Estação Levi Machado, 32",(011) 9907-2911,M
11183,Vitor Barbosa,485.967.032-92,1950-09-23,Vale de Nunes,61 4751 3523,F
88819,Cauã Silva,917.803.256-30,2006-01-29,"Campo Nicolas Brito, 19",0900-258-6663,F
244,Gustavo Henrique Siqueira,425.619.370-70,1980-11-29,"Fazenda Aurora Montenegro, 93",0900-585-2389,F
2369,Dra. Alícia Alves,345.921.078-88,2000-07-14,Vale de Araújo,+55 51 2409 5998,F
16468,Dr. Caio Dias,275.430.189-50,1912-06-03,"Morro Marques, 6",(041) 5307-9260,M
43430,Ísis Silveira,691.842.075-58,1994-01-20,"Sítio Cassiano, 1",81 4192 1881,F
37693,Danilo Alves,913.724.865-00,1925-09-19,"Vila Vieira, 104",31 5888 9984,M
91223,Alexia Machado,069.425.718-49,1932-06-03,Rua de da Rosa,(011) 9235-4083,M
22382,Laura Fogaça,051.784.639-00,2011-11-12,"Alameda Sousa, 94",+55 21 0532 6442,F
12331,Srta. Ana Carolina da Rosa,542.793.016-70,1945-04-06,"Via Apollo Barbosa, 85",+55 (061) 3052 9922,M
71361,Bryan Sousa,205.743.196-70,1920-01-30,"Praia Siqueira, 15",81 6278 0076,M
65177,Brenda Castro,569.873.412-73,2020-11-13,"Trecho Enzo Gabriel da Conceição, 63",+55 31 5818-0870,F
99994,Sr. André Aragão,625.948.701-02,1958-12-12,"Conjunto de Gomes, 591",+55 11 9442-5834,M
17589,Luiza Leão,057.643.812-07,1985-02-05,"Recanto Caio Araújo, 70",+55 81 3385 5463,F
70124,Leandro Castro,643.978.125-19,1998-09-08,Largo de Novaes,41 2340 4939,F
85975,Alice Rocha,176.049.325-25,1994-08-10,"Vila Nunes, 9",84 4063 7673,F
73112,Maria Isis Pimenta,625.940.173-61,1949-10-22,"Viaduto da Costa, 77",+55 (061) 7442-8293,F
88405,Maria Helena Peixoto,145.396.702-80,1927-07-29,"Condomínio João Lucas Jesus, 596",+55 71 8658 1805,M
88627,Liz Macedo,156.374.092-34,1966-07-17,"Estação da Conceição, 51",+55 (051) 2859-8287,M
94732,Marcelo Cunha,378.026.914-78,1924-04-30,"Loteamento João Lucas Silva, 18",0900 290 1417,F
87012,Fernanda Novais,523.018.764-62,1916-11-24,Aeroporto Macedo,(084) 8948-7054,F
35086,João Guilherme Campos,714.605.298-20,1949-08-23,"Esplanada Heitor Barros, 4",21 4359-6928,F
33016,Gael Cardoso,524.761.093-80,1982-07-18,"Fazenda da Conceição, 99",31 7912-3628,F
6538,Srta. Mariana Barbosa,195.076.832-59,2002-10-23,"Estação Caroline da Paz, 9",+55 61 5124-9350,M
37594,Juan Monteiro,915.746.028-02,1953-04-21,"Chácara de Teixeira, 24",(041) 8633 8920,M
68479,Arthur Aparecida,236.759.148-28,1939-10-02,"Chácara Cavalcante, 26",+55 (051) 0740-4075,M
3134,Yasmin Farias,074.581.623-17,1997-10-20,"Lagoa Pedro Lucas Mendonça, 19",0500 062 7433,M
43845,Arthur Gabriel Martins,604.753.921-16,2003-11-13,"Rua Araújo, 39",+55 (041) 3070-0224,F
34981,Rebeca Pereira,580.269.743-10,1937-03-17,"Fazenda Júlia Costa, 8",+55 (071) 3786 7529,M
88830,Júlia Pastor,506.314.789-57,1985-12-12,"Conjunto Moraes, 894",+55 71 1481 2736,M
50555,Ana Lívia Porto,920.741.635-25,1909-05-19,"Parque Jesus, 33",+55 11 4912-6350,M
47664,Clarice Brito,821.457.639-37,1979-12-08,Favela Fonseca,71 8443-5482,F
58032,João Gabriel Moreira,708.135.426-26,1932-03-27,"Ladeira de Sousa, 474",+55 61 6457-1698,M
27067,Dra. Clarice da Rosa,846.219.053-33,1999-08-12,"Setor João Miguel Cavalcanti, 838",(011) 5380-6119,F
65202,Marcelo Sousa,962.430.875-65,1931-12-11,"Viela Maria Liz da Rocha, 8",(051) 3118-7640,M
7669,Ana Liz Andrade,807.364.521-17,1953-11-13,"Condomínio Laura Lima, 29",+55 81 7868-5153,F
97799,Sra. Bianca Campos,279.508.364-74,1970-03-25,"Avenida Marcos Vinicius Vargas, 726",+55 81 0551 0171,F
10346,Milena Castro,381.405.976-00,1952-09-21,"Colônia Thomas Cardoso, 66",+55 81 9417-4104,F
37109,Pedro Miguel Pimenta,614.709.583-84,1986-12-21,"Praça Santos, 9",(031) 1705 5490,M
10841,Heitor Castro,975.824.630-56,1942-01-27,"Largo de Farias, 54",+55 81 5258 2041,F
39415,Théo Pastor,217.643.890-69,1914-04-02,"Rodovia Vargas, 18",+55 31 1304-6565,F
74406,Hellena Albuquerque,197.206.453-34,1982-05-23,"Sítio Macedo, 76",81 6827-9878,F
4988,Sra. Luana Cavalcante,196.075.284-76,1942-10-04,"Viela Marques, 739",+55 71 0109-8791,M
68666,Marcelo da Paz,802.975.364-00,2018-03-27,"Trecho Rebeca Costa, 56",+55 (084) 8491 6696,M
32229,Bryan Abreu,915.483.602-60,1940-10-25,"Área Maria Liz da Cunha, 6",+55 81 1538-6725,F
24964,Sra. Isabella Ribeiro,019.468.752-01,1924-08-27,"Estação Moreira, 72",(084) 9042 3485,M
44938,Cecília Albuquerque,964.178.305-00,1979-02-06,"Loteamento de Martins, 6",+55 (081) 4411-5148,F
84389,Alana Brito,568.397.120-95,1912-01-19,Avenida Martins,(051) 9397-0587,F
48442,Vitor Gabriel Cirino,291.760.835-86,1965-03-15,"Rodovia de Rios, 9",84 4537-2175,M
81556,Augusto Costela,193.587.246-09,1996-12-19,Residencial de Pinto,+55 (071) 5330-0859,M
25771,Maria Eduarda Martins,146.023.579-70,2024-05-03,"Chácara da Cruz, 47",(061) 2058 5889,F
74167,Cecília Duarte,926.731.840-31,1981-08-26,"Condomínio de Sampaio, 19",(051) 0592-5033,F
29948,Ravy Abreu,890.732.415-88,1984-11-17,"Área de Novaes, 89",+55 61 4299-9088,F
60510,Eduarda Freitas,396.210.758-40,1930-12-10,"Trecho Calebe Pinto, 50",(011) 6441-3065,F
4630,Heloisa Pinto,759.134.280-05,1918-02-07,"Largo Anthony Costela, 4",(031) 6830-6116,F
74875,Antonella Ferreira,094.157.268-49,1947-12-28,"Setor Caldeira, 389",21 1931-8555,F
10069,João Miguel Castro,204.169.385-15,1992-01-16,"Alameda de das Neves, 725",+55 41 4457-6325,F
53104,Dra. Isabelly Rodrigues,743.092.651-70,1943-11-03,Jardim de Guerra,+55 11 4826-9503,F
28248,Mateus Guerra,758.430.129-05,1986-04-16,"Viela de da Rosa, 15",+55 11 1681-1085,F
75620,Maria Helena Azevedo,793.245.061-61,1995-06-27,"Rua Moraes, 112",0800-303-0312,M
43236,Anna Liz Correia,578.439.062-74,1995-03-15,"Fazenda Araújo, 6",(061) 5162 2900,F
95162,Lara Lopes,413.509.278-05,1975-01-13,"Loteamento de da Cruz, 59",71 5635 3656,M
56418,Sophie Siqueira,428.139.670-50,2012-07-07,"Lago de Pires, 50",(021) 1587 0677,M
11445,Mateus Almeida,264.580.139-06,1927-02-26,"Distrito de Dias, 73",(081) 6557 9998,F
76490,Enzo Gabriel Caldeira,021.847.359-14,1978-12-01,Lago Campos,+55 (011) 8492 1222,M
80394,Sabrina Garcia,750.483.912-41,2007-06-23,Quadra Araújo,(081) 7456-2647,M
79042,Paulo Nogueira,354.178.690-66,1936-09-15,"Praça da Mata, 18",+55 (031) 5483-9463,M
83215,Dr. Luiz Fernando Câmara,125.934.786-91,1946-10-10,Fazenda Ramos,+55 (061) 1198 7858,F
82628,Clarice Vargas,129.560.843-05,1952-04-26,"Área da Cunha, 4",(084) 7391 5959,M
56998,Eduarda Silveira,395.267.410-99,1979-12-03,"Avenida Brenda Moura, 41",(071) 5686-0209,M
28396,Maria Eduarda Camargo,523.870.146-26,1945-09-11,"Avenida Lorena Melo, 4",(051) 3673-6847,M
81537,Sarah Borges,316.928.475-46,2008-01-01,"Vereda Cavalcante, 66",(071) 3903-3034,F
82863,José Pedro Abreu,348.952.610-42,2010-10-04,"Residencial de Pacheco, 6",81 7582 7732,M
91295,Esther Sales,762.935.014-70,2020-08-27,"Setor de Souza, 78",0500-247-7619,M
43411,Sra. Helena Cardoso,862.075.941-85,1937-01-25,"Feira Vinícius Dias, 145",+55 (021) 3794-3777,F
65083,Nathan da Mata,479.685.230-10,1984-02-10,"Travessa Camila da Mata, 115",0900 946 3680,M
54108,Mariana Novais,531.629.408-42,1996-05-07,"Ladeira Luiz Henrique Rios, 1",+55 (071) 7982-3349,M
99104,Calebe Gomes,384.517.260-62,1926-09-05,"Favela Pereira, 44",11 4733 6833,M
70500,Rhavi Gomes,156.974.803-93,1974-07-23,"Travessa Bento Garcia, 21",+55 (011) 4626-6083,F
75649,Fernando Andrade,081.643.279-13,1999-06-16,"Rua Davi Lucca Marques, 525",+55 71 9962-6143,M
21378,Otávio Campos,489.127.063-22,1988-07-25,Praia de Melo,41 7381-3597,F
94874,Srta. Anna Liz Melo,476.502.139-43,1932-07-13,"Via Esther Barros, 89",+55 (071) 3875-5591,M
44831,Alícia Mendes,843.295.760-74,2019-06-21,"Praia de Costela, 62",0900 296 8662,M
80141,Otávio Siqueira,926.053.418-60,1952-01-31,"Lago Pereira, 90",0500 715 5173,F
16563,Eduardo Machado,682.574.013-07,1911-08-15,"Condomínio Rios, 54",+55 31 7786-2516,M
52814,Srta. Anna Liz Rezende,148.369.072-50,2000-09-27,"Rodovia Lopes, 2",61 3598-7893,M
55212,Sr. Davi Luiz Nascimento,783.512.604-44,1948-01-25,Pátio João Gabriel Cavalcante,+55 51 9490 4529,M
63569,Levi Câmara,954.628.310-05,1960-04-09,"Jardim de Farias, 718",41 9924 9170,M
51836,Caio Oliveira,320.451.678-44,2006-06-02,"Pátio Montenegro, 7",81 0350-0438,M
34127,Sophia Cunha,394.702.856-38,1962-11-01,"Vila de Silveira, 13",71 4888-6117,M
68750,Alícia Rodrigues,806.957.243-47,1913-04-28,"Distrito Vasconcelos, 46",+55 21 4240 5637,M
10317,Joaquim Castro,968.725.013-59,1910-09-26,Trecho de Sousa,+55 (011) 2567-9944,F
59984,Lunna Castro,560.287.314-71,1971-07-11,"Viaduto Sophia Cardoso, 12",0500 109 0380,M
24357,Enzo Gabriel Monteiro,134.058.297-04,1975-03-22,"Residencial Almeida, 40",+55 51 9463 3395,M
64240,José Vasconcelos,537.412.908-23,1942-11-12,"Quadra Maria Luísa Moura, 65",+55 (051) 6216-5791,F
96785,Sr. Joaquim Brito,415.096.732-61,2009-05-06,"Praça de Siqueira, 279",+55 31 3851 7706,F
58343,Enzo Gabriel Duarte,456.907.218-67,1977-04-01,Área Juan Marques,21 1018 2695,M
94739,Sr. Thiago da Mota,918.456.327-37,2020-03-15,Estrada Rodrigues,(081) 4671 6387,F
75083,Emanuella Sales,927.801.564-49,2002-07-03,"Esplanada de Novais, 4",51 1679 8075,F
86802,Enzo Costela,086.197.342-96,1946-01-27,"Conjunto de Fonseca, 57",41 8738 6012,F
87635,Matheus Sales,675.084.932-65,1921-01-04,"Setor Emilly Azevedo, 8",+55 (011) 4662-9538,F
44224,Ana Castro,601.352.489-06,2004-01-27,"Praça da Costa, 4",0900-200-0026,M
29319,Ana Lívia Cunha,167.894.502-11,1940-10-03,"Praia de Santos, 11",(081) 8107-9272,M
41096,Aylla Alves,213.475.069-34,2018-10-28,"Jardim Vitória Andrade, 95",84 6876-0833,M
4351,Dante Nascimento,748.215.360-80,1909-05-16,"Vila de Campos, 462",0500 610 6575,F
51907,Srta. Bianca Novaes,947.038.165-39,1918-10-22,"Ladeira Eloah Cardoso, 36",(041) 6579-4615,F
66712,Carlos Eduardo Cassiano,324.610.579-07,1960-05-27,"Ladeira Pedro Henrique da Paz, 8",11 5545 7191,M
19937,Antônio Correia,178.620.493-22,1926-06-10,Alameda de Nascimento,+55 71 3757-6849,F
98683,Diogo da Rosa,465.932.710-80,1932-07-27,"Viaduto Abreu, 92",+55 11 8626-4638,M
83854,Luna Fogaça,815.207.936-77,1917-08-01,"Passarela Isis Cardoso, 75",(011) 4935 3546,F
7107,Evelyn Mendonça,924.561.708-49,1939-07-04,"Vale José Pedro Sales, 95",+55 (071) 9839 7076,M
3588,Yasmin Barros,512.907.386-02,1934-07-31,Lago Paulo Almeida,(021) 1095-6019,M
83429,Ana Carolina Campos,635.294.871-55,1988-01-25,"Núcleo de Sá, 751",(061) 9050 0741,M
14365,Lucas Pereira,185.237.649-09,2005-03-24,"Ladeira Maria Laura Porto, 85",0300-609-1214,M
51539,Alana Cirino,869.574.231-82,2009-03-16,"Aeroporto de Abreu, 637",(071) 3544 4346,M
8582,Maysa Garcia,243.690.718-87,1971-12-10,"Setor Thomas Sá, 797",+55 (031) 6091 3578,F
21811,Otto Gonçalves,821.607.493-03,2006-06-26,"Avenida Bianca Gomes, 7",(011) 9805 0800,M
99623,Rafael Carvalho,340.189.726-87,1925-03-31,"Viaduto Josué Correia, 9",+55 (041) 8834 9809,F
93533,Isis Siqueira,621.407.958-49,1998-12-08,"Estação Jesus, 9",+55 (021) 1421 9089,F
43623,Luna Sampaio,678.932.514-09,1977-08-12,"Estação Joana Barbosa, 90",0500 033 7284,F
84805,Dra. Heloisa Rocha,921.703.465-70,1950-02-11,"Recanto Daniela da Mota, 70",11 2950 4178,M
76375,Bruna Santos,807.136.925-02,1927-12-22,"Viaduto Peixoto, 8",+55 81 3479 6755,M
20901,Emanuelly Cavalcanti,238.760.419-96,1919-10-21,"Estação Carvalho, 17",41 5547-0950,F
78665,Fernando Costela,078.932.561-68,1961-03-15,"Travessa de Fonseca, 41",(031) 6587-6680,F
66558,Sr. Alexandre Jesus,736.284.950-83,1926-10-16,Lago Benjamim Costela,+55 61 6002 5160,M
74349,Benjamin Barbosa,849.172.506-76,1993-11-29,"Passarela Ana Julia Cavalcanti, 99",+55 61 8988-3466,M
71970,Carlos Eduardo Mendes,281.476.059-94,1991-02-01,"Quadra de Ferreira, 62",+55 81 7235-5499,F
49940,Théo Macedo,623.081.754-35,1938-03-31,"Núcleo de Jesus, 72",0500-314-0886,F
25487,Maria Julia Martins,845.017.239-04,1970-12-14,"Vila de Fonseca, 51",(051) 7606-6110,F
60213,Dra. Mirella Câmara,537.642.918-00,1921-08-16,"Campo de Almeida, 12",+55 21 1585-1542,F
56029,Zoe Vargas,756.124.980-20,1996-12-04,"Favela Isabel Brito, 62",+55 (084) 8474-3774,M
62310,Beatriz Nunes,314.670.958-93,2010-04-05,"Lagoa Lívia Machado, 447",+55 (041) 0816 6737,F
22603,Liam Marques,381.759.264-73,1912-12-07,"Loteamento Matteo Moraes, 84",0300 770 8656,F
78728,Pedro Miguel Machado,102.946.738-22,1999-02-14,"Colônia de Martins, 28",+55 (081) 8519 8934,M
93594,João Felipe Brito,523.780.691-03,1909-10-15,"Passarela de Novais, 355",(071) 0890-7010,M
58514,Eloah Santos,826.945.107-01,1961-01-11,"Lagoa de Moreira, 865",+55 (084) 1026 4353,F
87752,Isis Porto,419.236.058-60,2005-04-26,"Avenida Laura Azevedo, 23",+55 61 0507-3469,M
92308,Thomas Almeida,957.826.134-91,2008-04-22,Favela Antonella Ferreira,(051) 8635-2259,F
78276,Aylla da Rocha,167.298.543-91,1954-04-14,"Travessa de da Rocha, 10",(081) 2421-2982,F
460,Lavínia Fonseca,168.203.497-69,1915-06-27,"Praça Lucas Gabriel da Costa, 9",(031) 3198 5599,F
79758,Antonella Albuquerque,983.576.041-10,2005-05-10,"Rodovia Albuquerque, 8",(084) 4974 5949,F
75836,Rafael Mendonça,782.135.064-80,1982-11-14,"Fazenda de Câmara, 49",51 7708 1829,F
91890,Emanuelly Aparecida,241.503.978-05,2017-04-11,"Esplanada Gabrielly Pimenta, 52",0800-036-4430,F
88482,Beatriz Fogaça,789.035.241-79,1953-09-06,Lago Brenda Porto,(071) 6325-6299,M
61376,Mariane Nunes,306.517.948-20,2004-12-16,"Praça de Araújo, 959",+55 (051) 6009-5860,F
49269,Allana Nascimento,728.309.165-30,1962-11-23,"Rua Fogaça, 977",31 0958 5299,F
52030,Dr. Rael Siqueira,378.915.246-37,1932-02-27,"Fazenda de Garcia, 568",(021) 7919 2550,M
79023,Luna Pacheco,291.467.380-96,1981-07-24,"Estrada Barros, 34",31 6666-9386,M
73304,Eduardo Rocha,672.543.018-07,2006-02-08,"Largo de Sales, 7",+55 21 5126-3269,F
28007,Maria Helena Viana,684.071.329-69,1944-02-05,"Rodovia Maya da Mata, 46",+55 11 4512-1485,M
773,Levi Rodrigues,892.763.501-95,1989-04-19,"Rodovia Gustavo Borges, 75",0500-182-5561,F
95549,Ravi Lucca Vasconcelos,348.927.061-40,1998-06-27,"Estrada Abreu, 133",+55 84 9502 4114,F
42390,Sra. Melissa Machado,087.596.413-39,1938-03-01,Aeroporto Pacheco,+55 (051) 7812 1992,M
30386,Sr. Luiz Miguel Azevedo,917.058.324-23,1945-03-12,"Feira Raquel Rezende, 47",0800-546-6942,F
18122,Carlos Eduardo Cardoso,567.481.203-90,1998-12-20,"Rua Rael Pires, 4",+55 (031) 5475 7632,M
66801,Sr. Benjamin Viana,786.401.259-02,2019-07-10,"Estrada Diogo Viana, 553",+55 (071) 3421 7927,M
79575,Heitor Abreu,863.745.012-17,1969-04-03,"Setor Théo Melo, 34",0900-818-9069,F
42408,Otávio Santos,906.215.348-89,1929-12-25,"Rodovia Juliana Rocha, 78",+55 71 7378-1050,M
36173,Mathias Duarte,736.904.152-25,1955-12-08,Parque Joana Câmara,(081) 2384 1395,M
23994,Gael Guerra,542.096.873-83,2018-04-25,"Ladeira Barros, 44",+55 51 1076 4650,M
88245,Eloah Montenegro,516.032.897-12,1958-10-23,"Viaduto de das Neves, 43",84 4457 9689,M
96973,Manuela Casa Grande,547.318.609-20,1914-10-09,"Núcleo Letícia Garcia, 5",21 0205-1376,F
2229,Maria Cecília Martins,305.268.149-42,2022-08-09,"Campo Silva, 1",71 2789 7887,F
35502,Dante Araújo,840.619.352-24,2007-01-17,"Pátio Peixoto, 83",+55 (081) 1140-9196,M
82487,Evelyn Rios,601.782.354-07,1917-11-05,"Conjunto Novaes, 66",61 7100 8774,F
28771,Mariana Cavalcanti,378.419.025-14,1970-03-30,"Recanto Mariane Sales, 34",0800-345-9310,F
58554,Srta. Laura Martins,219.045.376-34,2024-04-11,"Quadra de Sampaio, 73",(084) 7828-3473,M
36239,Antony Duarte,764.302.581-90,1964-09-10,"Estrada Danilo Guerra, 72",+55 (031) 6289 4328,M
87811,Rhavi Camargo,342.615.987-28,1986-02-12,"Avenida de Correia, 77",+55 41 6288 0003,F
90042,Dr. Danilo da Rosa,659.074.382-74,2016-01-01,"Largo Costela, 68",+55 51 3744 6533,M
81332,Carlos Eduardo Santos,398.546.271-28,1919-05-20,"Morro de Sales, 408",+55 (081) 4008 0134,F
61338,Maria Luiza Fernandes,205.497.183-97,1981-09-07,"Campo de Guerra, 74",84 2241 6075,M
63593,Luan Novaes,527.348.016-71,1921-09-25,"Residencial Alice Silva, 34",71 0425-2360,F
23395,João Pedro Nogueira,493.716.852-55,1937-06-06,"Parque Luana Barbosa, 63",+55 (051) 7498 8360,M
96479,Leonardo Sales,154.607.829-02,2021-08-06,Pátio de Moura,(061) 2066-8949,F
97295,Carlos Eduardo Pastor,385.714.690-75,1955-09-10,Favela Luiz Henrique Camargo,(071) 6427 5042,M
58085,Dra. Isadora Peixoto,518.043.972-88,1936-05-07,"Conjunto Alice Cavalcante, 959",(081) 2924-6396,M
44184,Ryan Garcia,016.872.349-22,2002-10-12,Aeroporto Casa Grande,(011) 7610 1919,M
28912,Eloá Duarte,908.317.245-79,2007-05-18,"Lago Aragão, 96",71 1796 3735,F
78172,Sr. Cauã Santos,429.617.083-03,1937-02-15,"Loteamento de Pimenta, 37",(021) 2457-7688,M
10322,Theodoro Pacheco,091.684.327-04,1914-12-14,"Via Gonçalves, 47",+55 84 9024-6837,F
55767,Matteo das Neves,752.468.031-71,1926-05-26,"Conjunto Barros, 26",0300-393-4010,M
26601,Guilherme Correia,210.496.385-06,1938-04-11,"Sítio de Abreu, 46",+55 81 8576-0830,F
19623,Valentim Caldeira,056.371.948-66,1914-02-14,"Vila Ana Liz Porto, 8",+55 81 1561 1538,F
59664,Srta. Pietra Gonçalves,416.538.907-20,2008-09-18,"Colônia Enrico Barros, 6",+55 21 7871 7096,M
96075,Guilherme Lima,745.192.386-09,1936-01-17,"Via de Souza, 631",(031) 6331-7013,F
77016,Bianca Silva,813.509.764-66,1948-04-19,"Travessa Benjamin Novaes, 23",81 1431 3960,F
51690,Sr. Théo Gomes,469.051.372-43,1992-01-13,"Residencial Almeida, 3",+55 (031) 4591-1391,F
29347,Sr. Nicolas Costa,402.739.581-60,1996-04-11,Colônia Ana Laura Leão,+55 84 9992-8527,M
3298,Joaquim Peixoto,624.301.587-44,1926-04-22,Praia de Macedo,+55 (041) 3895-9256,F
53901,Sr. Renan Silva,950.714.386-66,1985-12-09,"Setor de Almeida, 4",(071) 8756 1503,F
25211,Isaac Andrade,856.370.924-00,1995-05-17,"Jardim Albuquerque, 147",(084) 5828-6725,F
59756,Mariah Cardoso,906.183.725-12,1915-11-25,Quadra de Machado,81 8051 5095,F
62906,João Guilherme Sá,643.102.897-03,1926-10-16,"Loteamento Aragão, 72",(051) 2686-3034,M
93236,Yan Vasconcelos,917.634.052-06,1934-10-02,"Viela de Pacheco, 13",+55 (051) 3780 0622,M
9472,Nicole Sampaio,195.680.247-94,1953-05-07,"Pátio João Felipe das Neves, 4",11 5292-0711,F
35973,Benjamin Araújo,032.619.758-30,1982-06-05,"Estrada Borges, 960",+55 (084) 0027 7476,F
81667,Kamilly Pires,561.073.289-12,1960-10-14,"Vila Luiz Miguel Ferreira, 22",71 9965-7034,F
76364,Vitória Monteiro,150.672.384-53,1938-10-08,"Aeroporto de Moreira, 59",+55 (051) 8319-7677,F
47720,Luana Moraes,579.680.234-83,1916-11-18,"Área de Peixoto, 197",+55 84 6096 3510,M
54344,Sr. Henry Santos,013.659.487-57,1962-09-02,"Praia Vitor Hugo Peixoto, 68",0500 692 9211,M
33962,Maria Fernanda Lima,621.097.485-67,1958-05-14,"Favela das Neves, 85",31 8201 8110,F
93727,Léo Lopes,091.684.273-87,1914-03-25,"Estrada Siqueira, 4",+55 61 2757-0576,M
1903,Alana Camargo,827.301.946-22,1932-09-02,"Setor de Marques, 724",+55 (081) 9910 1228,F
90301,Sr. Diego Silva,361.478.290-50,1920-03-11,"Trevo de Brito, 23",84 9672-6400,F
81613,Diogo Freitas,346.058.721-08,1964-11-07,"Rua de Cardoso, 30",+55 21 5305-2367,M
81985,Henry Gabriel Pires,538.401.697-39,1938-11-26,"Viaduto de Ramos, 4",11 3500 0012,M
61212,Benjamin Barros,019.647.238-50,1983-08-16,"Chácara Castro, 83",+55 (041) 6653-5810,F
35768,Heloisa Barros,745.861.392-00,1951-11-12,"Vereda de Barros, 90",+55 (071) 8624 9923,M
18795,Pedro Henrique Silva,749.261.083-13,1947-04-20,Estação Fogaça,+55 (021) 8210-3901,M
89430,Sra. Ana Carolina Pastor,647.350.218-17,2005-08-23,"Condomínio de Camargo, 299",(031) 8633 2258,M
61579,Kaique Aragão,054.261.873-71,1995-04-11,"Recanto Nina da Rocha, 57",+55 84 8980 6685,M
14088,Catarina Mendonça,395.461.708-01,1977-09-30,"Trevo Vitor Alves, 48",+55 81 6004-7666,M
6980,Gabriela Pastor,731.248.596-00,1977-09-08,"Via de Montenegro, 98",21 9631-3390,F
8339,Davi Miguel Moreira,160.983.472-04,1910-04-11,"Área de Gomes, 5",+55 21 0935 4152,M
20381,Marcelo Lima,892.561.340-98,1921-08-06,"Residencial Luiza Silveira, 3",31 6696 2582,F
55227,Dra. Stephany da Rocha,523.968.041-89,1997-06-29,"Feira de Ramos, 131",+55 71 7675-3284,F
13638,Ísis Souza,642.701.589-30,1941-05-27,Viela de Montenegro,41 9343-7557,M
22998,Daniela Cavalcante,145.026.938-98,1978-01-16,"Chácara Rafaela Lima, 5",31 5702-1521,F
69117,José Miguel Duarte,984.567.203-56,1915-03-07,"Área Leão, 461",81 7752 7529,M
65277,Maria Júlia da Mota,428.701.639-40,1986-02-27,Lago Marina Monteiro,61 2315 7354,M
16563,Anthony da Mata,432.056.189-98,1910-12-07,"Rua de Monteiro, 75",0500-611-9331,M
10565,Sara Caldeira,327.406.819-50,1990-11-05,"Campo Correia, 2",+55 11 4576-3970,F
81854,Bárbara Brito,419.583.062-15,1948-04-29,Esplanada Azevedo,(021) 1045-2455,M
89511,Nicole Vieira,192.065.843-24,2008-06-05,"Estação das Neves, 6",11 1058-3451,M
