idlocacao,inquilino,valor_contrato,vigencia,localizacao,corretor,imovel
39655,Thomas da Mota,14181,2021-12-22,"Vereda Alana Abreu
Vila Canto Do Sabiá
99512-003 das Neves / MG",Helena Abreu,35374
22738,Maria Isis da Mota,5923,2023-12-07,"Campo Isaac da Rosa, 23
Vila Inestan
94521130 Aparecida / AC",Luiz Fernando Garcia,3183
99240,Renan Cunha,18375,2023-08-13,"Favela Marcos Vinicius Montenegro, 3
Santa Cecilia
41032037 Fernandes / PI",Dra. Maria Cecília Azevedo,40943
83199,Pedro Miguel Cavalcanti,4878,2022-07-05,"Sítio Carolina Farias
Petropolis
79978974 da Rosa de da Cruz / TO",Rodrigo Gonçalves,59902
89039,Laura Montenegro,15690,2023-09-06,"Favela Melina Costela
Santa Sofia
42844-491 Sousa / PR",Marcelo Cirino,91629
46889,Lucca Vasconcelos,13632,2022-06-07,"Loteamento Maria Eduarda Aparecida, 541
Cidade Jardim
42047141 Lopes / TO",Ravy Vasconcelos,33940
47409,Ryan Novais,15651,2022-08-25,"Estação Maria Eduarda Oliveira, 19
Estoril
19088-755 Mendes dos Dourados / PB",Sra. Bárbara da Mota,96068
80471,Sarah Ribeiro,6399,2024-07-09,"Área Antonella Santos, 12
Cdi Jatoba
39388-683 Mendonça / BA",Isaque Barbosa,76582
55736,Ana Cecília da Mota,12350,2024-06-17,"Setor Lopes, 12
Santa Cruz
76944164 Pimenta / AL",Theo Cassiano,22100
9031,Ravi Nascimento,14799,2023-03-10,"Estação Azevedo, 67
Pindura Saia
87266885 Rezende / TO",Mirella Vasconcelos,20898
74434,Diego Borges,10500,2024-04-02,"Conjunto Davi Lucas da Rosa, 8
Fazendinha
86673-039 Montenegro do Galho / DF",Vicente Brito,21354
26265,Danilo da Rocha,16300,2022-06-29,"Vereda de Novaes
Aparecida
75549-780 Vasconcelos / DF",Léo Lima,77476
37281,Alexia Rios,4555,2023-01-05,"Campo Gael Henrique da Rosa, 66
Vila Suzana Segunda Seção
30733740 Montenegro / AC",José Cirino,45590
50822,Luiz Miguel Cavalcanti,19232,2023-02-25,"Recanto Sales, 47
Vila São Dimas
92684205 Cirino Grande / MT",Bella Sampaio,90029
81930,Vinícius da Mata,7984,2023-06-16,"Passarela Maria Cecília Porto, 51
Independência
39604-047 Cassiano de Goiás / TO",Nicole Vasconcelos,50921
6186,Aylla Peixoto,7940,2024-04-27,"Núcleo Enzo da Mata, 92
Fazendinha
19894-663 Novais / MS",Bella Sá,63492
64624,Sr. Pedro Henrique Costela,18939,2024-09-15,"Travessa Camargo, 97
Solimoes
95813-220 da Luz da Mata / AL",Zoe Viana,97404
71824,Joana Peixoto,19176,2023-10-02,"Praia Renan Peixoto, 78
Vila Pinho
74983609 Vasconcelos / PR",Ana Carolina da Luz,5489
57692,Dr. Henry Rezende,11900,2022-05-20,"Trevo de Pires, 174
Novo Glória
70659-610 Lima do Galho / RS",Elisa Cavalcanti,91695
82705,Lucca Vieira,16154,2024-03-21,"Campo Novaes, 36
Nova Cachoeirinha
09067414 Casa Grande do Sul / MS",Maria Sophia Cunha,15890
80847,Pietra Fonseca,15627,2024-06-14,"Núcleo Nunes, 553
Ápia
24369738 Câmara / PB",Theo Cunha,8646
11591,Eduarda Farias,19402,2024-02-05,"Estrada Bruna Pastor, 32
Etelvina Carneiro
46889676 Leão dos Dourados / MA",Ana Beatriz Carvalho,66757
63145,Zoe Araújo,18508,2022-10-14,"Campo de Correia, 836
Vila Madre Gertrudes 1ª Seção
85610-825 Sampaio de Caldeira / SP",Fernando Marques,76721
68163,Diogo Dias,16039,2022-02-14,"Passarela Cunha, 92
Tupi B
61507-145 Pinto do Galho / CE",Heitor Freitas,7766
75180,Lorenzo Sousa,16183,2024-11-14,"Condomínio Leonardo Rios, 66
Ouro Preto
73972-923 Dias / PI",Dr. João Albuquerque,6103
89387,Dra. Evelyn Porto,8514,2024-08-24,"Alameda Sousa, 3
Santa Branca
71477386 Nunes / AL",Caroline Novaes,10737
90067,Clarice Alves,3086,2023-02-05,"Lagoa Aragão, 7
Graça
62693735 Cardoso / SE",Sr. Thiago Cunha,41457
60241,Pedro Viana,6855,2023-04-07,"Quadra Leonardo Gomes, 87
Aguas Claras
24369604 Machado da Praia / PA",Sophie Gomes,26403
40067,Julia Sousa,14261,2024-04-22,"Rodovia de Nascimento, 6
Urca
57166699 da Costa de Melo / RJ",Maria Cecília Pires,80844
79494,Davi Luiz Viana,8221,2022-01-20,"Sítio de Casa Grande, 59
Vila Cemig
86189967 Peixoto / MA",Srta. Clara das Neves,55254
36668,Levi Pires,14201,2024-02-08,"Feira de Novais
Vila Nova Paraíso
59646-749 Aragão do Campo / BA",Maria Liz Castro,53448
32732,Benjamim Barbosa,7487,2024-05-17,"Lago de Vieira, 13
Santa Rosa
20920784 Andrade de Sampaio / PA",Vitor Gabriel Cunha,41091
99941,Ana Beatriz Vasconcelos,19631,2024-05-02,"Largo Maria Helena Araújo, 3
Renascença
15111-866 Câmara da Serra / MT",Sophie Carvalho,54256
65201,Alice Pacheco,17002,2023-09-28,"Avenida Mendonça, 79
Paulo Vi
83899-269 Gonçalves da Mata / PE",Dra. Júlia Moura,34725
72736,Noah Silva,9654,2022-01-26,"Colônia Maitê Brito, 25
Conjunto Santa Maria
59345-972 Oliveira / RS",Luiz Felipe Montenegro,20450
34650,Gabrielly Cirino,4982,2023-02-11,"Lagoa Fogaça, 566
Lajedo
68953614 Martins / AL",Mariane Leão,82119
73153,Luiz Gustavo Viana,10879,2022-08-23,"Trevo Campos, 4
Dom Joaquim
89198-855 Martins / PR",Olívia Câmara,87274
33189,Isaque Silveira,2424,2024-04-25,"Feira Luara Machado
São Luiz
95314-291 Novaes / SP",Leonardo Nunes,93779
98551,Diogo Novaes,11966,2023-10-06,"Setor da Mata, 43
Cônego Pinheiro 1ª Seção
88614-849 da Mota / RR",Dante Oliveira,21560
81683,Théo da Rocha,8339,2023-01-03,"Praia Souza, 921
Vila Oeste
65754087 Sá dos Dourados / SP",Ana Luiza Aparecida,47079
95539,Bella Lopes,4350,2022-01-16,"Praia de da Mata
Conjunto Minas Caixa
62102-592 Freitas de Rios / MA",Rodrigo Ramos,80378
92418,Arthur Gabriel Pastor,7164,2023-02-24,"Recanto Aylla Rodrigues, 6
Barão Homem De Melo 2ª Seção
60752733 Ferreira Grande / ES",Dra. Esther da Costa,52710
73785,João Pedro Gonçalves,5477,2023-02-10,"Favela da Cruz
João Pinheiro
67472-348 Pires de Freitas / DF",Maria Luísa Machado,30683
5690,Maria Helena Santos,18401,2023-06-01,"Parque Cauê Ramos, 81
Glória
18102-532 Sá / MS",Bianca Silva,7117
95961,Ravi Jesus,10923,2024-04-28,"Conjunto Lorena Costela, 43
Vila Copasa
52921-349 Costela / AL",Ravi Lucca Fonseca,52916
84954,Ísis Sá,19908,2024-06-16,"Núcleo Macedo, 58
Pousada Santo Antonio
57845-059 Souza de Cirino / RR",Maysa Teixeira,94192
76331,Luiz Otávio Guerra,3484,2024-03-28,"Jardim de Cirino, 19
Camargos
83739-573 Fonseca Paulista / SE",Maria Flor Leão,80421
34127,Davi Lucca Ribeiro,2760,2023-06-25,"Recanto de Carvalho
Coqueiros
53918-625 Melo / MT",Cauê Gonçalves,21609
47636,Luan Martins,18432,2024-05-11,"Viaduto Santos, 89
Vila Piratininga Venda Nova
90608869 Pereira / PA",Carlos Eduardo Barros,21666
12242,Yan Nunes,13323,2024-03-16,"Área Augusto da Costa, 93
Vila Copacabana
21477833 Campos de Minas / GO",Luara Ribeiro,78030
84853,Ana Lívia Guerra,13770,2024-02-13,"Sítio Pedro Lucas Pinto, 137
Copacabana
13691-773 da Cunha / MG",Sra. Alícia Cunha,98477
39818,Kevin Ferreira,19941,2022-06-13,"Lagoa Bárbara Pires, 110
Santa Rosa
92956-350 Brito / PI",Anthony Leão,38675
44182,Maria Laura Novaes,15048,2022-09-23,"Morro Vitor da Costa, 29
Vila Satélite
58171716 Pimenta / RJ",Olívia Viana,42971
40104,Sophie Fogaça,19609,2022-11-02,"Trecho de Lopes, 67
São Francisco Das Chagas
62581-038 Ribeiro / MT",Luigi Mendes,44165
75072,Enrico Barbosa,9417,2022-09-25,"Campo Dias, 43
Santo Antônio
91065-660 Nascimento dos Dourados / SE",Sr. Caio das Neves,76774
91226,João Lucas Pereira,9171,2024-08-26,"Pátio de Silveira, 93
Lagoa
63996-602 Sousa da Serra / RJ",Ana Laura da Conceição,33919
89262,Enzo Brito,15884,2024-03-29,"Estação de Carvalho
Suzana
23932303 Rezende / RO",Carolina Mendonça,12486
30005,Nicole Carvalho,9820,2022-11-03,"Vila Dias, 50
Braúnas
98778993 Pereira Grande / MA",Lorena Peixoto,12761
56584,Dra. Aurora Pacheco,3134,2022-03-05,"Colônia José Pedro Ferreira, 74
Marçola
23572076 Novais / AL",Sofia Barbosa,78317
69813,Maria Vitória Cardoso,7105,2023-04-15,"Condomínio de Peixoto, 4
Fazendinha
14324547 da Luz do Norte / SP",Gael Pacheco,43243
42098,Vinícius Almeida,7315,2023-09-29,"Sítio Rios, 93
Graça
72405486 Silva do Amparo / CE",Nina Araújo,8167
77249,Cauê Câmara,7222,2023-07-14,"Campo da Cunha, 7
Cardoso
05750305 Duarte / DF",Vitória Rios,84409
59594,Dom Guerra,16213,2024-06-02,"Praça de da Cruz, 82
Boa União 1ª Seção
37867-253 Sales dos Dourados / AC",Murilo Guerra,87349
82415,José Rocha,4476,2022-05-27,"Lago Yago Borges, 863
Vila Jardim Leblon
67792676 Ferreira de Caldeira / RN",Luana Farias,94669
85514,Ana Sophia Rios,9332,2023-05-02,"Morro de Oliveira, 314
Vila Califórnia
20883-439 Melo do Norte / CE",Dr. Luiz Gustavo Pimenta,96015
87439,Luara Albuquerque,2203,2022-06-19,"Aeroporto Lopes, 76
Vila Novo São Lucas
91957-419 Mendonça / MS",Asafe Vargas,99809
89090,Levi Almeida,10763,2022-06-15,"Via de Pereira, 38
Brasil Industrial
76971760 Viana / RO",Aurora Barbosa,29565
60864,Sr. Bernardo Marques,6628,2022-10-06,"Conjunto Bruno Viana, 32
Nazare
64226-953 Freitas / RS",Maria Sophia Ferreira,1685
96708,Maria Liz Silveira,10068,2022-03-11,"Estrada de Pires, 66
Das Industrias I
28215266 Mendes da Prata / AL",Maria Isis Peixoto,99813
58583,Dra. Lavínia Dias,11038,2022-12-16,"Fazenda Martins, 319
Bandeirantes
96415-829 Rezende Grande / MT",Isabela Fonseca,29039
51122,Luana Rodrigues,12086,2024-08-08,"Ladeira João Andrade, 892
Dom Joaquim
05736863 Melo das Flores / SP",Natália Sampaio,33024
17581,Davi Miguel Santos,14067,2024-05-16,"Setor Helena Rocha, 86
Conjunto Novo Dom Bosco
95910097 Aragão da Praia / AP",Lorena Lopes,1966
24249,Ana Carolina Casa Grande,10378,2023-09-03,"Campo de Sampaio, 84
Serrano
81027768 Peixoto Grande / RJ",Joana Guerra,48288
79390,Oliver Vasconcelos,1336,2024-05-11,"Distrito de Lima, 9
Vila São Dimas
39980127 Rios de Silva / RN",Beatriz Novais,36686
52889,Agatha Caldeira,13066,2024-08-22,"Ladeira de Nunes, 71
Cinquentenário
70674-883 Cavalcante / AL",Dr. Rael Correia,63340
15008,Davi Lucas Araújo,5324,2023-07-13,"Ladeira Aurora Abreu, 469
São Marcos
67718316 Fonseca / RR",Dr. Emanuel Alves,56718
2279,Ana Carolina Oliveira,8533,2024-08-08,"Loteamento Borges, 713
Vila Santo Antônio
14022-264 Machado do Galho / TO",Ravy Brito,24094
78966,Esther Brito,19024,2023-08-01,"Sítio Fogaça, 18
João Pinheiro
88632-196 Nogueira do Oeste / PA",Lucas Barbosa,9221
2176,Hadassa Alves,9241,2022-01-19,"Rua da Paz, 3
Diamante
62472-524 Cardoso da Praia / GO",Ana Julia Brito,33397
63328,Lucas Gabriel Rodrigues,2820,2024-02-12,"Viaduto Guerra, 8
Palmeiras
62513-627 Machado Grande / GO",Rebeca Teixeira,28266
99710,Davi Lucca Guerra,3870,2023-12-31,"Alameda de Duarte, 6
São Jorge 3ª Seção
64943042 da Costa de da Cunha / PI",Sarah Silveira,43246
84356,Dante Castro,5708,2023-10-12,"Praça Lorena Porto, 24
Granja Werneck
44692-029 Costa da Praia / SC",Dom Mendonça,56867
8570,Ana Vitória Cavalcanti,17437,2024-08-17,"Lagoa de da Mata, 78
Conjunto Jardim Filadélfia
32438851 Ramos de Nogueira / PE",Clara Campos,70224
84719,Caleb Câmara,5811,2023-07-18,"Campo de Cirino, 8
Jardim Vitoria
56906-216 Rocha / RO",Sr. Vitor Gabriel Souza,56151
32379,Gustavo Dias,18014,2023-03-23,"Quadra de Sales
Jardim Atlântico
48684276 Santos Grande / ES",Lara Ferreira,75632
44511,Bryan Monteiro,8770,2023-09-20,"Viaduto José Pedro Azevedo, 18
Vila São João Batista
14570009 Borges de Fernandes / CE",Rafaela Araújo,9685
49554,Maya Costa,7825,2022-10-21,"Sítio Rezende, 8
Cidade Jardim
93496368 Farias das Flores / MA",Leonardo Rezende,94847
14114,Kamilly Correia,17524,2022-01-15,"Parque Larissa Borges
Cônego Pinheiro 2ª Seção
48913911 Aragão / BA",Dr. Felipe das Neves,56793
64766,Juan Abreu,7955,2024-09-07,"Avenida de Moreira, 6
Vila Mangueiras
32160207 Ferreira da Prata / RJ",Letícia Vieira,25880
74532,Sarah Siqueira,7175,2024-08-08,"Estação Maria Flor Teixeira, 28
Estrela Do Oriente
35627-134 da Rosa / RO",Luiz Gustavo da Cruz,48350
93896,Cecilia das Neves,8287,2022-04-15,"Favela de Nascimento, 483
Conjunto São Francisco De Assis
09362-076 Garcia de Pastor / RN",Antônio Pacheco,46928
52578,Agatha Fonseca,10060,2022-12-08,"Lagoa Nogueira, 84
Conjunto Serra Verde
38979624 Sousa / BA",Calebe Rezende,11768
95562,Sr. João Guilherme Campos,15788,2023-06-27,"Setor Alves, 94
Ribeiro De Abreu
08351-413 Monteiro do Oeste / BA",Ana Vitória Novais,74574
36975,Breno Leão,15150,2022-02-20,"Feira Isabel Lima, 8
Olaria
16316-437 Nogueira do Norte / MG",Marcela Fogaça,32846
93899,Marcela da Mota,11388,2024-10-18,"Núcleo de Pinto, 67
Barroca
35080001 Câmara / AL",Raquel Campos,4433
31226,Davi Luiz Freitas,5934,2023-09-20,"Aeroporto Carlos Eduardo Pimenta, 987
Gameleira
15260-965 Castro Alegre / PI",Maria Julia Ribeiro,97640
66386,Sabrina Moraes,16233,2024-06-08,"Lago Novais, 15
Nova Floresta
09587823 Pires das Flores / PI",Bruna Cardoso,87962
78341,Rael Rios,5504,2023-12-25,"Alameda de Gomes, 909
Serra Do Curral
36153-919 Dias de Minas / MT",Sr. João Vitor Ramos,26471
49115,Isaac Pimenta,12732,2022-02-16,"Esplanada da Conceição, 46
Dom Silverio
94245843 Vargas / PB",Henrique Aragão,14013
61903,Diego Cardoso,2909,2022-11-17,"Largo de Lima, 23
Andiroba
88478-531 Costa da Mata / MT",Isabel Machado,97329
83513,Raquel Azevedo,4519,2023-06-17,"Trevo Casa Grande, 98
Grota
16939028 Silveira / MA",Milena Machado,93671
6939,Levi Teixeira,8680,2023-07-27,"Ladeira Mariah Porto, 35
Nova Cintra
90378-202 Souza do Sul / RR",Benício Fonseca,11318
76244,Alexandre Cavalcanti,12062,2024-03-09,"Área Duarte, 84
Lourdes
02100-962 Silveira / MG",Emilly da Luz,34538
51277,João Pedro da Conceição,13240,2023-05-04,"Favela Teixeira, 435
São Gonçalo
47979-759 Ferreira de Minas / RO",Sr. João Pedro Marques,62064
17378,Ravy Montenegro,15841,2022-08-09,"Alameda de Araújo, 32
Vila Olhos D'água
17245-040 Garcia / DF",Rael Sousa,60079
52312,Laura Costela,7892,2023-02-22,"Vereda João Gabriel Garcia
Dom Bosco
65631-851 Souza Grande / RO",Matteo Fonseca,22064
34510,Maria Clara Ramos,17634,2024-05-22,"Passarela Pacheco, 65
Jardim Do Vale
36434-022 Silva / RN",Dom Moraes,27137
25194,Maria Laura Rocha,12762,2022-02-04,"Conjunto de Rios, 766
Pedreira Padro Lopes
21012-239 Fernandes / SP",Maitê Vargas,28451
77238,Isadora Melo,13011,2022-08-08,"Vila Barbosa, 5
São Gonçalo
27282200 Azevedo / PB",Gustavo Henrique Cavalcanti,92903
3330,Lara Castro,12339,2023-04-25,"Feira de Peixoto, 61
Vila Tirol
61992-555 Machado do Oeste / RJ",Emilly Mendes,68853
93292,Valentim Santos,10478,2022-04-01,"Travessa da Cunha, 67
Solar Do Barreiro
50412-260 da Conceição / AP",Maria Sophia Garcia,60512
83932,Benício Cassiano,8485,2023-12-07,"Ladeira Isabel Pires, 64
São Gabriel
26542-644 Leão Grande / RJ",João Pedro Vargas,86814
96146,Pedro Lucas Barros,19024,2022-10-02,"Passarela Martins, 45
Chácara Leonina
35568500 Novaes / SP",Lucas da Rocha,88133
15944,Ravi Costa,4364,2023-11-25,"Praça Andrade
Alto Caiçaras
32633-994 Novais / DF",Alícia Caldeira,57179
21561,Stephany Abreu,4375,2022-09-21,"Campo Luiz Otávio Moraes, 86
Aparecida
97890-577 da Costa / PI",Dante Moraes,18274
17286,Heloísa Cunha,5970,2023-07-19,"Campo de Fernandes, 44
Caetano Furquim
94576063 da Rocha Grande / TO",Sra. Rafaela Caldeira,86465
67616,Dr. Bernardo Cirino,10991,2024-04-11,"Parque de Ferreira, 14
Tupi B
60031-354 Pastor Alegre / ES",Lucas Gabriel Andrade,62473
76180,Dr. Lucas Gabriel Albuquerque,6015,2022-10-20,"Feira André Sousa
Vila Nova Cachoeirinha 1ª Seção
23266-036 Castro do Amparo / SP",Leonardo da Rocha,54809
87367,Calebe Fernandes,1657,2024-11-22,"Fazenda de Aragão, 927
Vila São Gabriel Jacui
28107-555 Nogueira / PR",Apollo Brito,22390
29105,Léo Almeida,10622,2022-07-23,"Sítio de Oliveira, 58
Jardim Felicidade
29635259 Macedo Alegre / PR",Leandro Borges,65123
30385,Dra. Valentina Carvalho,11623,2021-12-10,"Viaduto de Cavalcante, 42
Xangri-Lá
24578973 Lopes da Mata / TO",Stella Peixoto,59185
25628,Anthony Costa,3034,2022-02-03,"Travessa de Pimenta, 7
João Pinheiro
87232-612 Alves de Nascimento / PA",Vitor Siqueira,78299
71553,Srta. Cecília Duarte,11886,2024-02-12,"Lago Isabella Pires, 8
Olhos D'água
58822911 da Mata / AC",Alexia Leão,56481
27501,Vitor Hugo Moraes,2963,2023-06-27,"Condomínio Dias, 60
Bela Vitoria
13818638 Azevedo de Cavalcanti / PE",Pietra Caldeira,43229
27098,Marcelo da Mota,9865,2022-04-07,"Parque Albuquerque, 19
Jardim Atlântico
66400-992 Almeida do Sul / PI",Kevin Porto,19140
52200,Dr. Renan Ribeiro,1113,2023-02-24,"Loteamento Mathias Aparecida, 6
Cachoeirinha
42642034 Guerra de Minas / RJ",Leonardo da Mata,66250
14069,Arthur Gabriel Aparecida,17091,2023-05-21,"Loteamento Milena Correia, 1
Vila Dos Anjos
52536-124 Garcia / MG",Ana Cecília Fernandes,7462
15661,Ana Lívia Albuquerque,2610,2022-04-08,"Morro de Machado, 3
Coqueiros
35346-493 da Cruz / SP",Sr. Liam Montenegro,52611
91482,Heloísa Guerra,16420,2022-07-26,"Aeroporto Albuquerque, 3
Carlos Prates
70597-620 da Costa de Sousa / SC",Matteo Campos,41662
58766,Luiz Otávio Azevedo,9120,2022-04-06,"Praia Maitê Cardoso, 59
Dom Joaquim
82534-330 Monteiro de Castro / RS",Srta. Bruna Marques,60005
87234,Cecília Câmara,9053,2023-03-18,"Núcleo de Barbosa, 21
Vila Betânia
47996073 Albuquerque das Flores / AM",Marcos Vinicius Pinto,82819
38144,Rebeca Souza,16498,2024-05-19,"Trecho de da Mata, 13
Céu Azul
73146033 Silveira / CE",Isis Sales,53752
83501,Dra. Raquel Dias,19251,2022-02-26,"Núcleo Leandro Silveira, 33
Universo
73810054 Melo da Prata / DF",Maria Isis Vieira,34622
3637,Fernando Correia,14440,2021-11-27,"Avenida Noah Casa Grande, 49
Vila São Rafael
00595-771 Rezende de Moraes / SC",Arthur Gabriel Garcia,22976
98036,Dra. Isabelly Nascimento,18670,2022-04-03,"Travessa Aragão, 98
Vera Cruz
94977157 Montenegro de Mendes / RO",Dr. Brayan Moraes,84868
7055,Apollo Rocha,2372,2022-07-23,"Quadra Marques, 71
Vila Independencia 2ª Seção
46023000 Gonçalves / MS",Dr. Apollo Azevedo,81257
89420,Natália Dias,2645,2023-12-16,"Vila Pinto, 14
Vila Maloca
15215482 Costa / PA",Fernando Garcia,12526
43780,Guilherme da Cruz,2983,2022-03-17,"Ladeira Mariane Cunha, 34
Jardim Atlântico
43016888 Pinto / MA",Isaque Siqueira,82515
49971,Bruna da Rocha,8962,2023-07-16,"Via de Camargo
Guarani
55300-536 Souza / SC",Joana Araújo,91035
68863,Stephany Macedo,10340,2024-06-21,"Parque Hadassa Pereira, 267
Vera Cruz
58117-076 Vasconcelos da Praia / PB",Maysa Martins,85191
47946,Giovanna Azevedo,18738,2022-04-12,"Favela de Sampaio, 653
Vila Santa Monica 2ª Seção
83553821 Pimenta / GO",Luna Alves,8119
23656,Enrico Souza,18451,2022-11-30,"Vila João Pedro Abreu, 69
Urca
14407-242 Ramos das Flores / AM",Isabel Siqueira,90097
13326,Rebeca Correia,15383,2022-10-21,"Praça Pastor, 83
Aeroporto
32906-367 Farias / DF",Emilly Cassiano,11590
35416,Dr. Augusto Santos,19650,2022-10-16,"Morro Paulo Siqueira, 977
Vitoria
90664-477 Rios de Goiás / RS",Rhavi Oliveira,54025
37670,Sofia Machado,9828,2023-03-12,"Avenida de da Conceição, 31
Vila Da Paz
78200-769 Aragão de da Mata / PA",Dr. Joaquim Porto,68547
79068,Cecilia Guerra,19211,2023-01-08,"Morro de Rios, 343
Trevo
57624771 Costela / TO",Otávio Alves,77999
86361,Arthur Miguel Pires,4839,2024-01-27,"Rua Henry Freitas, 42
Vila Nova Gameleira 3ª Seção
47241466 da Cunha Grande / AM",Maria Clara Freitas,6342
72886,Anna Liz Ribeiro,3552,2023-10-26,"Praia Rafaela Cavalcanti, 528
Vila Atila De Paiva
00990848 Correia do Campo / AL",Lorena Lopes,9941
94106,Erick Freitas,3217,2024-06-26,"Vila da Costa, 5
Planalto
93427-045 Gonçalves do Galho / PB",Cecília Pereira,63799
5387,Ana Sophia Campos,19260,2024-05-25,"Condomínio Jade Pimenta, 107
Vila Aeroporto
71554-135 da Mota / RO",Cauã Cirino,82103
50722,Srta. Nicole Lopes,14005,2024-01-03,"Alameda Otto Lima, 66
Vera Cruz
86971-839 Farias de Goiás / PI",Yan Jesus,88737
94256,João Fernandes,5658,2023-08-04,"Avenida de da Luz, 5
Camponesa 1ª Seção
42451419 Lopes Grande / RS",Luigi Vasconcelos,69544
48049,Kaique Costa,6218,2021-12-29,"Favela Oliver Ribeiro, 50
Vila Fumec
98555-599 Nunes de Cirino / CE",Dr. Nathan Barros,80708
7887,Leonardo Rios,12405,2023-08-27,"Lagoa de Teixeira, 223
Vila São Geraldo
05079000 Teixeira / MA",Gabriela Melo,13171
61606,Davi Luiz Peixoto,12776,2023-08-06,"Recanto Correia, 73
Santo Agostinho
88604388 Fernandes / AM",Sr. Felipe Nogueira,22381
25291,Sr. Henry Novais,11308,2024-05-19,"Loteamento Nascimento, 875
Vila Mangueiras
60273237 da Mota de Câmara / RN",Elisa Vargas,53675
24955,Gabrielly Sampaio,8957,2022-04-07,"Viaduto Martins, 6
Vila Independencia 2ª Seção
36517-813 das Neves / SP",João Vitor Martins,40656
